title,summary,link,matched_keywords,tags,text_clean
FIT’s Act 5 Graduate Showcase Gets New York Fashion Week Started,A graduate show at the Fashion Institute of Technology introduced the industry to a new generation of designers and helped kick off a busy calendar for insiders.,https://www.nytimes.com/2025/09/10/style/fit-act-5-mfa-showcase.html,"technology, new, fashion, designer","['test', 'cross_industry']",fit act graduate showcase get new york fashion week start graduate fashion institute technology introduce industry new generation designer help kick busy calendar insider
"‘Sex and Love Addiction’ Isn’t a Diagnosis, but It Can Be Debilitating","Elizabeth Gilbert, the author of “Eat, Pray, Love,” delves into her struggle with an obsessive relationship in a new memoir.",https://www.nytimes.com/2025/09/09/well/mind/sex-love-addiction-elizabeth-gilbert.html,new,['cross_industry'],sex love addiction diagnosis debilitate elizabeth gilbert author eat pray love delf struggle obsessive relationship new memoir
Street Style Look of the Week: Bright Clothes,A vibrant crop top and hot pink leggings lit up the street as the sun set.,https://www.nytimes.com/2025/09/09/style/street-style-look-bright-clothes.html,style,['test'],street style look week bright clothe vibrant crop hot pink legging light street sun set
Marc Jacobs and Sofia Coppola’s Very Stylish Friendship,"Ms. Coppola’s first-ever documentary, unveiled at the Venice Film Festival, is an affectionate portrait of her decades-long bond with the designer.",https://www.nytimes.com/2025/09/09/style/marc-jacobs-sofia-coppola-documentary.html,designer,['test'],marc jacobs sofia coppola stylish friendship coppola documentary unveil venice film festival affectionate portrait decade long bond designer
Keira D’Amato Discuses Path From Retirement to Marathon Records in ‘Don’t Call It a Comeback’,"Keira D’Amato retired from running in her early 20s, but a decade later she was back and setting marathon records. A new memoir details her journey, which is still unfolding.",https://www.nytimes.com/2025/09/07/style/keira-damato-running-memoir.html,new,['cross_industry'],keira discuse path retirement marathon records comeback keira retire run early decade later set marathon record new memoir detail journey unfold
"Brazil’s Top Court, in Convicting Ex-President, Again Changes History’s Course",Brazil’s Supreme Court shaped the future of the world’s 4th-biggest democracy by convicting Jair Bolsonaro of plotting to overturn the 2022 election and sentencing him to 27 years in prison.,https://www.wsj.com/world/americas/brazils-top-court-in-convicting-ex-president-again-changes-historys-course-d84ecb0a,"big, future",['cross_industry'],brazil court convicting president changes history course brazil supreme court shape future world big democracy convict jair bolsonaro plot overturn election sentence year prison
NATO Launches Mission to Bolster Eastern Flank’s Defenses,The alliance’s chief announced the new operation days after the incursion of Russian drones deep into Polish airspace.,https://www.wsj.com/world/europe/nato-launches-mission-to-bolster-eastern-flanks-defenses-1499e958,"new, announced",['cross_industry'],nato launches mission bolster eastern flank defense alliance chief announce new operation day incursion russian drone deep polish airspace
It’s E-Bike Mayhem in London as Strike Shuts Down Tube,"Many Londoners are comparing their new commute to the Tour de France—if the cyclists wore heels, suits and could barely ride a bike.",https://www.wsj.com/world/uk/its-e-bike-mayhem-in-london-as-strike-shuts-down-tube-bcbb544a,new,['cross_industry'],bike mayhem london strike shut tube londoners compare new commute tour france cyclist wear heel suit barely ride bike
British Ambassador to Washington Removed Over Epstein Emails,Peter Mandelson was asked to step down after new evidence of his relationship with the disgraced financier emerged.,https://www.wsj.com/world/uk/british-ambassador-to-washington-removed-over-epstein-emails-9428d3ff,new,['cross_industry'],british ambassador washington remove epstein emails peter mandelson ask step new evidence relationship disgraced financier emerge
Denials and Defiance Shape Venezuela’s Response to U.S. Threats on Drugs,"With U.S. warships in the Caribbean to stop Venezuelan cocaine shipments, the regime in Caracas claims it knows nothing about the trafficking of drugs.",https://www.wsj.com/world/americas/denials-and-defiance-shape-venezuelas-response-to-u-s-threats-on-drugs-abeb1078,thing,['cross_industry'],denial defiance shape venezuela response threat drugs warship caribbean stop venezuelan cocaine shipment regime caracas claim know trafficking drug
"U.K. Targets Russia With New Sanctions on Oil Fleet, Defense Suppliers","One hundred sanctions against Russia target ships carrying Russian oil as well as companies supplying electronics, chemicals and explosives used to manufacture weapons.",https://www.wsj.com/world/europe/u-k-targets-russia-with-new-sanctions-on-oil-fleet-defense-suppliers-837209e0,new,['cross_industry'],targets russia new sanctions oil fleet defense suppliers sanction russia target ship carry russian oil company supply electronic chemical explosive manufacture weapon
"Military Drones Could Be Defense Industry’s Big Bubble, Rheinmetall’s CEO Says","EXCLUSIVE: Military drones are a crucial part of war in Ukraine and are rapidly expanding, but Armin Papperger is not convinced by their market foundations.",https://www.wsj.com/world/europe/military-drones-could-be-defense-industrys-big-bubble-rheinmetalls-ceo-says-ca19adf7,big,['cross_industry'],military drones defense industry big bubble rheinmetall ceo say exclusive military drone crucial war ukraine rapidly expand armin papperger convince market foundation
Beijing’s New Playbook for Trade Talks: Keep Talking but Give No Ground,"China sent a trade envoy to Washington with a clear message: We’re willing to talk, but we’re not ready to make a deal.",https://www.wsj.com/world/china/china-new-trade-talk-strategy-49fb1f1a,new,['cross_industry'],beijing new playbook trade talks talk ground china send trade envoy washington clear message willing talk ready deal
How China’s New Naval and Air Sites Would Aid an Attack on Taiwan,A large-scale build-out of infrastructure along China’s eastern coast shows a growing readiness for a potential conflict.,https://www.wsj.com/world/china/china-taiwan-military-naval-air-sites-4a02c450,new,['cross_industry'],china new naval air site aid attack taiwan large scale build infrastructure china eastern coast show grow readiness potential conflict
China Flaunts Military Might With Lavish Parade—and Sends Warning to Washington,Xi Jinping rolls out his latest weapons and a red carpet for Russia’s Vladimir Putin and North Korea’s Kim Jong Un.,https://www.wsj.com/world/china/china-military-parade-message-ff1a13ef,latest,['cross_industry'],china flaunts military lavish parade send warning washington jinping roll late weapon red carpet russia vladimir putin north korea kim jong
This Is the World’s Biggest Animal Migration—and Few Outsiders Have Seen It,"Six million antelope storm through a pocket of Africa that’s nearly impossible to get to, but the Journal caught them on camera. “The entire planet should be amazed that this exists.”",https://www.wsj.com/world/africa/worlds-biggest-animal-migration-great-nile-b67e3c0b,big,['cross_industry'],world big animal migration outsiders see million antelope storm pocket africa nearly impossible journal catch camera entire planet amazed exist
He Jokes About Trump and Invading Kenya—and May Be Uganda’s Next President,"Muhoozi Kainerugaba, son of the longtime ruler, oversees a key U.S. military partner while boasting about torture and threatening to arrest members of parliament.",https://www.wsj.com/world/africa/uganda-president-son-jokes-7b2ff2ff,next,['cross_industry'],joke trump invading kenya uganda president muhoozi kainerugaba son longtime ruler oversee key military partner boast torture threaten arrest member parliament
Trump Gives Familiar Two-Week Deadline for Next Steps to End War in Ukraine,"President Trump offered a new—and familiar—deadline for the leaders of Russia and Ukraine to move forward with a peace process or else face possible U.S. retaliation, saying he’d make a determination ...",https://www.wsj.com/world/russia/trump-gives-familiar-two-week-deadline-for-next-steps-to-end-war-in-ukraine-24b546e7,"new, next",['cross_industry'],trump gives familiar week deadline steps end war ukraine president trump offer new familiar deadline leader russia ukraine forward peace process face possible retaliation say determination
The Black Market for Oil Blunts Trump’s India Tariffs,The extra levy meant to punish New Delhi for buying cheap Russian crude isn’t going as expected.,https://www.wsj.com/world/india/the-black-market-for-oil-blunts-trumps-india-tariffs-61d4f7d8,new,['cross_industry'],black market oil blunts trump india tariffs extra levy mean punish new delhi buy cheap russian crude expect
U.S. Tariffs on India Skirt Its Biggest Buyer of Russian Oil,Reliance Industries accounts for about a third of the Russian oil India imports.,https://www.wsj.com/world/india/u-s-tariffs-on-india-skirt-around-its-biggest-buyer-of-russian-oil-98587311,big,['cross_industry'],tariffs india skirt big buyer russian oil reliance industries account russian oil india import
Why India Can’t Afford to Jettison Its Relationship With Russia,"Despite the threat of U.S. tariffs, New Delhi is resisting pressure to cut longtime ties with Moscow that have brought economic and geopolitical benefits.",https://www.wsj.com/world/india/why-india-cant-afford-to-jettison-its-relationship-with-russia-5d495768,new,['cross_industry'],india afford jettison relationship russia despite threat tariff new delhi resist pressure cut longtime tie moscow bring economic geopolitical benefit
India Defies Trump on Russian Oil Despite Tariff Threats,Indian experts believe the U.S. president is trying to gain short-term leverage in trade negotiations with New Delhi.,https://www.wsj.com/world/india/india-defies-trump-on-russian-oil-despite-tariff-threats-0298d751,new,['cross_industry'],india defies trump russian oil despite tariff threats indian expert believe president try gain short term leverage trade negotiation new delhi
Families Battle Tech Giants as Australia Pushes for an Under-16 Social-Media Ban,"The proposal marks the latest effort by political leaders worldwide to regulate children’s use of platforms, amid concerns that it is harming their mental health.",https://www.wsj.com/world/oceania/families-battle-tech-giants-as-australia-pushes-for-an-under-16s-social-media-ban-7045f224,latest,['cross_industry'],family battle tech giants australia pushes social media ban proposal mark late effort political leader worldwide regulate child use platform amid concern harm mental health
‘We’ve Got to Kill’: Inside New Zealand’s Mission to Wipe Out Predators,Scientists debate whether a multibillion-dollar plan to eliminate invasive animals by 2050 is feasible.,https://www.wsj.com/world/oceania/weve-got-to-kill-inside-new-zealands-mission-to-wipe-out-predators-4bd9f1d7,new,['cross_industry'],got kill inside new zealand mission wipe predators scientist debate multibillion dollar plan eliminate invasive animal feasible
France’s Macron Tries to Quell New Caledonia Riots With Globe-Crossing Trip,The French leader said he is open to suspending a voting-rights bill that sparked the riots once order is restored on the archipelago and talks resume between rival factions.,https://www.wsj.com/world/oceania/macron-travels-to-new-caledonia-to-quell-riots-1d73fbe2,new,['cross_industry'],france macron try quell new caledonia riots globe crossing trip french leader say open suspend voting right bill spark riot order restore archipelago talk resume rival faction
France Rushes Reinforcements to Riot-Stricken New Caledonia,Unrest in the overseas territory could derail President Emmanuel Macron’s efforts to restore French influence in the Indo-Pacific region.,https://www.wsj.com/world/oceania/france-rushes-reinforcements-to-riot-stricken-new-caledonia-95dc26fe,new,['cross_industry'],france rush reinforcements riot stricken new caledonia unrest overseas territory derail president emmanuel macron effort restore french influence indo pacific region
‘Block Everything’ Protest Rocks France: What to Know,"Thousands of people have taken to the streets in response to proposed budget cuts, raising fears that Wednesday could mark the start of a new period of social unrest in France.",https://www.wsj.com/world/europe/block-everything-protest-rocks-france-what-to-know-062898df,"new, thing",['cross_industry'],block protest rocks france know thousand people take street response propose budget cut raise fear wednesday mark start new period social unrest france
The Best Travel Shoes to Make Every Trip Lighter and Easier,"No matter the destination, these shoes will get you there.",https://www.wsj.com/buyside/style/shoes/best-travel-shoes,matte,['finish'],best travel shoes trip lighter easier matter destination shoe
This Is the World’s Biggest Animal Migration—and Few Outsiders Have Seen It,"Six million antelope storm through a pocket of Africa that’s nearly impossible to get to, but the Journal caught them on camera. “The entire planet should be amazed that this exists.”",https://www.wsj.com/world/africa/worlds-biggest-animal-migration-great-nile-b67e3c0b,big,['cross_industry'],world big animal migration outsiders see million antelope storm pocket africa nearly impossible journal catch camera entire planet amazed exist
"The Score: Apple, Oracle, Warner Bros. Discovery and More Stocks That Defined the Week",Here are some of the major companies whose stocks moved on the week’s news.,https://www.wsj.com/finance/stocks/apple-oracle-warner-bros-discovery-chewy-robinhood-be1fd5f1?mod=rss_markets_main,new,['cross_industry'],score apple oracle warner discovery stock define week major company stock move week news
Winklevoss-Backed Gemini Soars in Latest IPO Market Win,"The crypto exchange rises 14% in its Nasdaq debut, the resurgent IPO market’s latest upside surprise.",https://www.wsj.com/finance/stocks/gemini-space-station-gemi-stock-ipo-winklevoss-e79449f8?mod=rss_markets_main,latest,['cross_industry'],winklevoss back gemini soars late ipo market win crypto exchange rise nasdaq debut resurgent ipo market late upside surprise
Crypto Exchange Gemini’s IPO Hinged on Everyday Investors,"Klarna, Gemini and others have set aside more shares for everyday buyers.",https://www.wsj.com/finance/stocks/front-and-center-in-this-weeks-ipos-individual-investors-341604fe?mod=rss_markets_main,buyers,['cross_industry'],crypto exchange gemini ipo hinged everyday investors klarna gemini set aside share everyday buyer
"Oracle Is the New Nvidia, for Better or Worse","The software giant is expected to double its revenue in three years, but its future now fully hinges on the AI splurge.",https://www.wsj.com/tech/ai/oracle-orcl-stock-nvidia-ai-55d58813?mod=rss_markets_main,"new, future",['cross_industry'],oracle new nvidia better bad software giant expect double revenue year future fully hinge splurge
Why Apple’s Lackluster New iPhones Will Still Pay Off,Higher prices and aging phones in the pockets of consumers could give a boost to the iPhone business.,https://www.wsj.com/tech/apple-iphone-ai-aapl-stock-039557c8?mod=rss_markets_main,"new, consumer",['cross_industry'],apple lackluster new iphones pay high price age phone pocket consumer boost iphone business
PNC to Acquire Colorado-Based Regional Bank in $4.1 Billion Deal,The agreement helps Pittsburgh-based PNC gain ground in the West and cement its status as a national competitor.,https://www.wsj.com/finance/banking/pnc-to-acquire-colorado-based-regional-bank-in-4-1-billion-deal-c2a61175?mod=rss_markets_main,color,['cross_industry'],pnc acquire colorado base regional bank billion deal agreement help pittsburgh base pnc gain ground west cement status national competitor
One Equity Partners Raises $3.25 Billion for Midmarket Buyouts,"The New York buyout shop is targeting industrial, healthcare and technology businesses that want to grow through acquisition.",https://www.wsj.com/articles/one-equity-partners-raises-3-25-billion-for-midmarket-buyouts-139f225a?mod=rss_markets_main,"technology, new",['cross_industry'],equity partners raise billion midmarket buyout new york buyout shop target industrial healthcare technology business want grow acquisition
Oracle Surge Lifts S&P 500 to New Record,"Nasdaq Composite hits a new high, while Apple’s slump weighs on the Dow industrials.",https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-09-10-2025-e7ad8639?mod=rss_markets_main,new,['cross_industry'],oracle surge lifts new record nasdaq composite hit new high apple slump weigh dow industrial
All Three Major Stock-Market Indexes Close at Records on Hopes for Deeper Rate Cuts,The Dow industrials and Nasdaq both gained 0.4% after a big downward revision in jobs data raised expectations for a more assertive Fed.,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-09-09-2025-1a04e395?mod=rss_markets_main,big,['cross_industry'],major stock market indexes close records hopes deeper rate cut dow industrial nasdaq gain big downward revision job datum raise expectation assertive fed
"Nasdaq Hits New Record, Investors Gear Up for Rate Cuts","Stocks rose and the Nasdaq hit a new record, ahead of inflation and jobs data that could influence how fast the Fed lowers interest rates this year.",https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-09-08-2025-8b8d897a?mod=rss_markets_main,new,['cross_industry'],nasdaq hits new record investors gear rate cut stock rise nasdaq hit new record ahead inflation job datum influence fast fed lower interest rate year
Mining Megadeal Shows the World Is Crazy for Copper,The metal is at the nexus of two new megatrends: artificial intelligence and rising military spending.,https://www.wsj.com/finance/commodities-futures/mining-megadeal-shows-the-world-is-crazy-for-copper-3829316f?mod=rss_markets_main,"new, trend, trend","['test', 'cross_industry']",mining megadeal show world crazy copper metal nexus new megatrend artificial intelligence rise military spending
U.S. Natural Gas Extends Gains Ahead of Storage Data,"U.S. natural gas futures rose for a sixth consecutive session, with production lower and LNG feedgas flows holding up.",https://www.wsj.com/finance/commodities-futures/u-s-natural-gas-extends-gains-ahead-of-storage-data-75a76f7c?mod=rss_markets_main,future,['cross_industry'],natural gas extend gains ahead storage data natural gas future rise sixth consecutive session production low lng feedgas flow hold
The Boom in New Steel Mills Is Outpacing Demand,Data show that tariffs have been slow to boost domestic prices and arrest a decline in U.S. steel consumption.,https://www.wsj.com/finance/commodities-futures/steel-industry-factory-growth-demand-184410d1?mod=rss_markets_main,new,['cross_industry'],boom new steel mills outpacing demand data tariff slow boost domestic price arrest decline steel consumption
The Trumps’ New Crypto Money Maker: Deals With Themselves,The $750 million circular transaction—with the same party as buyer and seller—is more common in the crypto world than in traditional finance.,https://www.wsj.com/finance/currencies/trump-family-crypto-investments-90e48c87?mod=rss_markets_main,new,['cross_industry'],trumps new crypto money maker deal million circular transaction party buyer seller common crypto world traditional finance
Trump’s Media Company Launches New Business to Buy Billions in Niche Crypto Coin,"Trump Media said it will partner with Crypto.com, a trading platform for digital assets, to create a new company that will hold CRO tokens.",https://www.wsj.com/finance/currencies/trumps-media-company-launches-new-business-to-buy-billions-in-niche-crypto-coin-1d629f30?mod=rss_markets_main,new,['cross_industry'],trump media company launch new business buy billions niche crypto coin trump media say partner trading platform digital asset create new company hold cro token
The Renewed Bid to End Quarterly Earnings Reports,The Long-Term Stock Exchange plans to petition regulators to allow public companies to share results less frequently.,https://www.wsj.com/finance/regulation/the-renewed-bid-to-end-quarterly-earnings-reports-ae5d62d8?mod=rss_markets_main,new,['cross_industry'],renewed bid end quarterly earnings reports long term stock exchange plan petition regulator allow public company share result frequently
"Global Stock Markets Mostly Rise After S&P 500, Nasdaq Hit Record Highs",Investors now await consumer price data later to provide clues to the pace of rate cuts through end-year.,https://www.wsj.com/finance/global-stock-markets-mostly-rise-after-s-p-500-nasdaq-hit-record-highs-a9075378?mod=rss_markets_main,consumer,['cross_industry'],global stock markets rise nasdaq hit record highs investors await consumer price datum later provide clue pace rate cut end year
